n_points,n_trucks,diff_mode,distance,Time,demand_0,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,demand_10,demand_11,demand_12,demand_13,demand_14,solution_0_0_1,solution_0_0_2,solution_0_0_3,solution_0_0_4,solution_0_0_5,solution_0_0_6,solution_0_0_7,solution_0_0_8,solution_0_0_9,solution_0_0_10,solution_0_0_11,solution_0_0_12,solution_0_0_13,solution_0_0_14,solution_0_1_0,solution_0_1_2,solution_0_1_3,solution_0_1_4,solution_0_1_5,solution_0_1_6,solution_0_1_7,solution_0_1_8,solution_0_1_9,solution_0_1_10,solution_0_1_11,solution_0_1_12,solution_0_1_13,solution_0_1_14,solution_0_2_0,solution_0_2_1,solution_0_2_3,solution_0_2_4,solution_0_2_5,solution_0_2_6,solution_0_2_7,solution_0_2_8,solution_0_2_9,solution_0_2_10,solution_0_2_11,solution_0_2_12,solution_0_2_13,solution_0_2_14,solution_0_3_0,solution_0_3_1,solution_0_3_2,solution_0_3_4,solution_0_3_5,solution_0_3_6,solution_0_3_7,solution_0_3_8,solution_0_3_9,solution_0_3_10,solution_0_3_11,solution_0_3_12,solution_0_3_13,solution_0_3_14,solution_0_4_0,solution_0_4_1,solution_0_4_2,solution_0_4_3,solution_0_4_5,solution_0_4_6,solution_0_4_7,solution_0_4_8,solution_0_4_9,solution_0_4_10,solution_0_4_11,solution_0_4_12,solution_0_4_13,solution_0_4_14,solution_0_5_0,solution_0_5_1,solution_0_5_2,solution_0_5_3,solution_0_5_4,solution_0_5_6,solution_0_5_7,solution_0_5_8,solution_0_5_9,solution_0_5_10,solution_0_5_11,solution_0_5_12,solution_0_5_13,solution_0_5_14,solution_0_6_0,solution_0_6_1,solution_0_6_2,solution_0_6_3,solution_0_6_4,solution_0_6_5,solution_0_6_7,solution_0_6_8,solution_0_6_9,solution_0_6_10,solution_0_6_11,solution_0_6_12,solution_0_6_13,solution_0_6_14,solution_0_7_0,solution_0_7_1,solution_0_7_2,solution_0_7_3,solution_0_7_4,solution_0_7_5,solution_0_7_6,solution_0_7_8,solution_0_7_9,solution_0_7_10,solution_0_7_11,solution_0_7_12,solution_0_7_13,solution_0_7_14,solution_0_8_0,solution_0_8_1,solution_0_8_2,solution_0_8_3,solution_0_8_4,solution_0_8_5,solution_0_8_6,solution_0_8_7,solution_0_8_9,solution_0_8_10,solution_0_8_11,solution_0_8_12,solution_0_8_13,solution_0_8_14,solution_0_9_0,solution_0_9_1,solution_0_9_2,solution_0_9_3,solution_0_9_4,solution_0_9_5,solution_0_9_6,solution_0_9_7,solution_0_9_8,solution_0_9_10,solution_0_9_11,solution_0_9_12,solution_0_9_13,solution_0_9_14,solution_0_10_0,solution_0_10_1,solution_0_10_2,solution_0_10_3,solution_0_10_4,solution_0_10_5,solution_0_10_6,solution_0_10_7,solution_0_10_8,solution_0_10_9,solution_0_10_11,solution_0_10_12,solution_0_10_13,solution_0_10_14,solution_0_11_0,solution_0_11_1,solution_0_11_2,solution_0_11_3,solution_0_11_4,solution_0_11_5,solution_0_11_6,solution_0_11_7,solution_0_11_8,solution_0_11_9,solution_0_11_10,solution_0_11_12,solution_0_11_13,solution_0_11_14,solution_0_12_0,solution_0_12_1,solution_0_12_2,solution_0_12_3,solution_0_12_4,solution_0_12_5,solution_0_12_6,solution_0_12_7,solution_0_12_8,solution_0_12_9,solution_0_12_10,solution_0_12_11,solution_0_12_13,solution_0_12_14,solution_0_13_0,solution_0_13_1,solution_0_13_2,solution_0_13_3,solution_0_13_4,solution_0_13_5,solution_0_13_6,solution_0_13_7,solution_0_13_8,solution_0_13_9,solution_0_13_10,solution_0_13_11,solution_0_13_12,solution_0_13_14,solution_0_14_0,solution_0_14_1,solution_0_14_2,solution_0_14_3,solution_0_14_4,solution_0_14_5,solution_0_14_6,solution_0_14_7,solution_0_14_8,solution_0_14_9,solution_0_14_10,solution_0_14_11,solution_0_14_12,solution_0_14_13,solution_1_0_1,solution_1_0_2,solution_1_0_3,solution_1_0_4,solution_1_0_5,solution_1_0_6,solution_1_0_7,solution_1_0_8,solution_1_0_9,solution_1_0_10,solution_1_0_11,solution_1_0_12,solution_1_0_13,solution_1_0_14,solution_1_1_0,solution_1_1_2,solution_1_1_3,solution_1_1_4,solution_1_1_5,solution_1_1_6,solution_1_1_7,solution_1_1_8,solution_1_1_9,solution_1_1_10,solution_1_1_11,solution_1_1_12,solution_1_1_13,solution_1_1_14,solution_1_2_0,solution_1_2_1,solution_1_2_3,solution_1_2_4,solution_1_2_5,solution_1_2_6,solution_1_2_7,solution_1_2_8,solution_1_2_9,solution_1_2_10,solution_1_2_11,solution_1_2_12,solution_1_2_13,solution_1_2_14,solution_1_3_0,solution_1_3_1,solution_1_3_2,solution_1_3_4,solution_1_3_5,solution_1_3_6,solution_1_3_7,solution_1_3_8,solution_1_3_9,solution_1_3_10,solution_1_3_11,solution_1_3_12,solution_1_3_13,solution_1_3_14,solution_1_4_0,solution_1_4_1,solution_1_4_2,solution_1_4_3,solution_1_4_5,solution_1_4_6,solution_1_4_7,solution_1_4_8,solution_1_4_9,solution_1_4_10,solution_1_4_11,solution_1_4_12,solution_1_4_13,solution_1_4_14,solution_1_5_0,solution_1_5_1,solution_1_5_2,solution_1_5_3,solution_1_5_4,solution_1_5_6,solution_1_5_7,solution_1_5_8,solution_1_5_9,solution_1_5_10,solution_1_5_11,solution_1_5_12,solution_1_5_13,solution_1_5_14,solution_1_6_0,solution_1_6_1,solution_1_6_2,solution_1_6_3,solution_1_6_4,solution_1_6_5,solution_1_6_7,solution_1_6_8,solution_1_6_9,solution_1_6_10,solution_1_6_11,solution_1_6_12,solution_1_6_13,solution_1_6_14,solution_1_7_0,solution_1_7_1,solution_1_7_2,solution_1_7_3,solution_1_7_4,solution_1_7_5,solution_1_7_6,solution_1_7_8,solution_1_7_9,solution_1_7_10,solution_1_7_11,solution_1_7_12,solution_1_7_13,solution_1_7_14,solution_1_8_0,solution_1_8_1,solution_1_8_2,solution_1_8_3,solution_1_8_4,solution_1_8_5,solution_1_8_6,solution_1_8_7,solution_1_8_9,solution_1_8_10,solution_1_8_11,solution_1_8_12,solution_1_8_13,solution_1_8_14,solution_1_9_0,solution_1_9_1,solution_1_9_2,solution_1_9_3,solution_1_9_4,solution_1_9_5,solution_1_9_6,solution_1_9_7,solution_1_9_8,solution_1_9_10,solution_1_9_11,solution_1_9_12,solution_1_9_13,solution_1_9_14,solution_1_10_0,solution_1_10_1,solution_1_10_2,solution_1_10_3,solution_1_10_4,solution_1_10_5,solution_1_10_6,solution_1_10_7,solution_1_10_8,solution_1_10_9,solution_1_10_11,solution_1_10_12,solution_1_10_13,solution_1_10_14,solution_1_11_0,solution_1_11_1,solution_1_11_2,solution_1_11_3,solution_1_11_4,solution_1_11_5,solution_1_11_6,solution_1_11_7,solution_1_11_8,solution_1_11_9,solution_1_11_10,solution_1_11_12,solution_1_11_13,solution_1_11_14,solution_1_12_0,solution_1_12_1,solution_1_12_2,solution_1_12_3,solution_1_12_4,solution_1_12_5,solution_1_12_6,solution_1_12_7,solution_1_12_8,solution_1_12_9,solution_1_12_10,solution_1_12_11,solution_1_12_13,solution_1_12_14,solution_1_13_0,solution_1_13_1,solution_1_13_2,solution_1_13_3,solution_1_13_4,solution_1_13_5,solution_1_13_6,solution_1_13_7,solution_1_13_8,solution_1_13_9,solution_1_13_10,solution_1_13_11,solution_1_13_12,solution_1_13_14,solution_1_14_0,solution_1_14_1,solution_1_14_2,solution_1_14_3,solution_1_14_4,solution_1_14_5,solution_1_14_6,solution_1_14_7,solution_1_14_8,solution_1_14_9,solution_1_14_10,solution_1_14_11,solution_1_14_12,solution_1_14_13,solution_2_0_1,solution_2_0_2,solution_2_0_3,solution_2_0_4,solution_2_0_5,solution_2_0_6,solution_2_0_7,solution_2_0_8,solution_2_0_9,solution_2_0_10,solution_2_0_11,solution_2_0_12,solution_2_0_13,solution_2_0_14,solution_2_1_0,solution_2_1_2,solution_2_1_3,solution_2_1_4,solution_2_1_5,solution_2_1_6,solution_2_1_7,solution_2_1_8,solution_2_1_9,solution_2_1_10,solution_2_1_11,solution_2_1_12,solution_2_1_13,solution_2_1_14,solution_2_2_0,solution_2_2_1,solution_2_2_3,solution_2_2_4,solution_2_2_5,solution_2_2_6,solution_2_2_7,solution_2_2_8,solution_2_2_9,solution_2_2_10,solution_2_2_11,solution_2_2_12,solution_2_2_13,solution_2_2_14,solution_2_3_0,solution_2_3_1,solution_2_3_2,solution_2_3_4,solution_2_3_5,solution_2_3_6,solution_2_3_7,solution_2_3_8,solution_2_3_9,solution_2_3_10,solution_2_3_11,solution_2_3_12,solution_2_3_13,solution_2_3_14,solution_2_4_0,solution_2_4_1,solution_2_4_2,solution_2_4_3,solution_2_4_5,solution_2_4_6,solution_2_4_7,solution_2_4_8,solution_2_4_9,solution_2_4_10,solution_2_4_11,solution_2_4_12,solution_2_4_13,solution_2_4_14,solution_2_5_0,solution_2_5_1,solution_2_5_2,solution_2_5_3,solution_2_5_4,solution_2_5_6,solution_2_5_7,solution_2_5_8,solution_2_5_9,solution_2_5_10,solution_2_5_11,solution_2_5_12,solution_2_5_13,solution_2_5_14,solution_2_6_0,solution_2_6_1,solution_2_6_2,solution_2_6_3,solution_2_6_4,solution_2_6_5,solution_2_6_7,solution_2_6_8,solution_2_6_9,solution_2_6_10,solution_2_6_11,solution_2_6_12,solution_2_6_13,solution_2_6_14,solution_2_7_0,solution_2_7_1,solution_2_7_2,solution_2_7_3,solution_2_7_4,solution_2_7_5,solution_2_7_6,solution_2_7_8,solution_2_7_9,solution_2_7_10,solution_2_7_11,solution_2_7_12,solution_2_7_13,solution_2_7_14,solution_2_8_0,solution_2_8_1,solution_2_8_2,solution_2_8_3,solution_2_8_4,solution_2_8_5,solution_2_8_6,solution_2_8_7,solution_2_8_9,solution_2_8_10,solution_2_8_11,solution_2_8_12,solution_2_8_13,solution_2_8_14,solution_2_9_0,solution_2_9_1,solution_2_9_2,solution_2_9_3,solution_2_9_4,solution_2_9_5,solution_2_9_6,solution_2_9_7,solution_2_9_8,solution_2_9_10,solution_2_9_11,solution_2_9_12,solution_2_9_13,solution_2_9_14,solution_2_10_0,solution_2_10_1,solution_2_10_2,solution_2_10_3,solution_2_10_4,solution_2_10_5,solution_2_10_6,solution_2_10_7,solution_2_10_8,solution_2_10_9,solution_2_10_11,solution_2_10_12,solution_2_10_13,solution_2_10_14,solution_2_11_0,solution_2_11_1,solution_2_11_2,solution_2_11_3,solution_2_11_4,solution_2_11_5,solution_2_11_6,solution_2_11_7,solution_2_11_8,solution_2_11_9,solution_2_11_10,solution_2_11_12,solution_2_11_13,solution_2_11_14,solution_2_12_0,solution_2_12_1,solution_2_12_2,solution_2_12_3,solution_2_12_4,solution_2_12_5,solution_2_12_6,solution_2_12_7,solution_2_12_8,solution_2_12_9,solution_2_12_10,solution_2_12_11,solution_2_12_13,solution_2_12_14,solution_2_13_0,solution_2_13_1,solution_2_13_2,solution_2_13_3,solution_2_13_4,solution_2_13_5,solution_2_13_6,solution_2_13_7,solution_2_13_8,solution_2_13_9,solution_2_13_10,solution_2_13_11,solution_2_13_12,solution_2_13_14,solution_2_14_0,solution_2_14_1,solution_2_14_2,solution_2_14_3,solution_2_14_4,solution_2_14_5,solution_2_14_6,solution_2_14_7,solution_2_14_8,solution_2_14_9,solution_2_14_10,solution_2_14_11,solution_2_14_12,solution_2_14_13,solution_3_0_1,solution_3_0_2,solution_3_0_3,solution_3_0_4,solution_3_0_5,solution_3_0_6,solution_3_0_7,solution_3_0_8,solution_3_0_9,solution_3_0_10,solution_3_0_11,solution_3_0_12,solution_3_0_13,solution_3_0_14,solution_3_1_0,solution_3_1_2,solution_3_1_3,solution_3_1_4,solution_3_1_5,solution_3_1_6,solution_3_1_7,solution_3_1_8,solution_3_1_9,solution_3_1_10,solution_3_1_11,solution_3_1_12,solution_3_1_13,solution_3_1_14,solution_3_2_0,solution_3_2_1,solution_3_2_3,solution_3_2_4,solution_3_2_5,solution_3_2_6,solution_3_2_7,solution_3_2_8,solution_3_2_9,solution_3_2_10,solution_3_2_11,solution_3_2_12,solution_3_2_13,solution_3_2_14,solution_3_3_0,solution_3_3_1,solution_3_3_2,solution_3_3_4,solution_3_3_5,solution_3_3_6,solution_3_3_7,solution_3_3_8,solution_3_3_9,solution_3_3_10,solution_3_3_11,solution_3_3_12,solution_3_3_13,solution_3_3_14,solution_3_4_0,solution_3_4_1,solution_3_4_2,solution_3_4_3,solution_3_4_5,solution_3_4_6,solution_3_4_7,solution_3_4_8,solution_3_4_9,solution_3_4_10,solution_3_4_11,solution_3_4_12,solution_3_4_13,solution_3_4_14,solution_3_5_0,solution_3_5_1,solution_3_5_2,solution_3_5_3,solution_3_5_4,solution_3_5_6,solution_3_5_7,solution_3_5_8,solution_3_5_9,solution_3_5_10,solution_3_5_11,solution_3_5_12,solution_3_5_13,solution_3_5_14,solution_3_6_0,solution_3_6_1,solution_3_6_2,solution_3_6_3,solution_3_6_4,solution_3_6_5,solution_3_6_7,solution_3_6_8,solution_3_6_9,solution_3_6_10,solution_3_6_11,solution_3_6_12,solution_3_6_13,solution_3_6_14,solution_3_7_0,solution_3_7_1,solution_3_7_2,solution_3_7_3,solution_3_7_4,solution_3_7_5,solution_3_7_6,solution_3_7_8,solution_3_7_9,solution_3_7_10,solution_3_7_11,solution_3_7_12,solution_3_7_13,solution_3_7_14,solution_3_8_0,solution_3_8_1,solution_3_8_2,solution_3_8_3,solution_3_8_4,solution_3_8_5,solution_3_8_6,solution_3_8_7,solution_3_8_9,solution_3_8_10,solution_3_8_11,solution_3_8_12,solution_3_8_13,solution_3_8_14,solution_3_9_0,solution_3_9_1,solution_3_9_2,solution_3_9_3,solution_3_9_4,solution_3_9_5,solution_3_9_6,solution_3_9_7,solution_3_9_8,solution_3_9_10,solution_3_9_11,solution_3_9_12,solution_3_9_13,solution_3_9_14,solution_3_10_0,solution_3_10_1,solution_3_10_2,solution_3_10_3,solution_3_10_4,solution_3_10_5,solution_3_10_6,solution_3_10_7,solution_3_10_8,solution_3_10_9,solution_3_10_11,solution_3_10_12,solution_3_10_13,solution_3_10_14,solution_3_11_0,solution_3_11_1,solution_3_11_2,solution_3_11_3,solution_3_11_4,solution_3_11_5,solution_3_11_6,solution_3_11_7,solution_3_11_8,solution_3_11_9,solution_3_11_10,solution_3_11_12,solution_3_11_13,solution_3_11_14,solution_3_12_0,solution_3_12_1,solution_3_12_2,solution_3_12_3,solution_3_12_4,solution_3_12_5,solution_3_12_6,solution_3_12_7,solution_3_12_8,solution_3_12_9,solution_3_12_10,solution_3_12_11,solution_3_12_13,solution_3_12_14,solution_3_13_0,solution_3_13_1,solution_3_13_2,solution_3_13_3,solution_3_13_4,solution_3_13_5,solution_3_13_6,solution_3_13_7,solution_3_13_8,solution_3_13_9,solution_3_13_10,solution_3_13_11,solution_3_13_12,solution_3_13_14,solution_3_14_0,solution_3_14_1,solution_3_14_2,solution_3_14_3,solution_3_14_4,solution_3_14_5,solution_3_14_6,solution_3_14_7,solution_3_14_8,solution_3_14_9,solution_3_14_10,solution_3_14_11,solution_3_14_12,solution_3_14_13,solution_4_0_1,solution_4_0_2,solution_4_0_3,solution_4_0_4,solution_4_0_5,solution_4_0_6,solution_4_0_7,solution_4_0_8,solution_4_0_9,solution_4_0_10,solution_4_0_11,solution_4_0_12,solution_4_0_13,solution_4_0_14,solution_4_1_0,solution_4_1_2,solution_4_1_3,solution_4_1_4,solution_4_1_5,solution_4_1_6,solution_4_1_7,solution_4_1_8,solution_4_1_9,solution_4_1_10,solution_4_1_11,solution_4_1_12,solution_4_1_13,solution_4_1_14,solution_4_2_0,solution_4_2_1,solution_4_2_3,solution_4_2_4,solution_4_2_5,solution_4_2_6,solution_4_2_7,solution_4_2_8,solution_4_2_9,solution_4_2_10,solution_4_2_11,solution_4_2_12,solution_4_2_13,solution_4_2_14,solution_4_3_0,solution_4_3_1,solution_4_3_2,solution_4_3_4,solution_4_3_5,solution_4_3_6,solution_4_3_7,solution_4_3_8,solution_4_3_9,solution_4_3_10,solution_4_3_11,solution_4_3_12,solution_4_3_13,solution_4_3_14,solution_4_4_0,solution_4_4_1,solution_4_4_2,solution_4_4_3,solution_4_4_5,solution_4_4_6,solution_4_4_7,solution_4_4_8,solution_4_4_9,solution_4_4_10,solution_4_4_11,solution_4_4_12,solution_4_4_13,solution_4_4_14,solution_4_5_0,solution_4_5_1,solution_4_5_2,solution_4_5_3,solution_4_5_4,solution_4_5_6,solution_4_5_7,solution_4_5_8,solution_4_5_9,solution_4_5_10,solution_4_5_11,solution_4_5_12,solution_4_5_13,solution_4_5_14,solution_4_6_0,solution_4_6_1,solution_4_6_2,solution_4_6_3,solution_4_6_4,solution_4_6_5,solution_4_6_7,solution_4_6_8,solution_4_6_9,solution_4_6_10,solution_4_6_11,solution_4_6_12,solution_4_6_13,solution_4_6_14,solution_4_7_0,solution_4_7_1,solution_4_7_2,solution_4_7_3,solution_4_7_4,solution_4_7_5,solution_4_7_6,solution_4_7_8,solution_4_7_9,solution_4_7_10,solution_4_7_11,solution_4_7_12,solution_4_7_13,solution_4_7_14,solution_4_8_0,solution_4_8_1,solution_4_8_2,solution_4_8_3,solution_4_8_4,solution_4_8_5,solution_4_8_6,solution_4_8_7,solution_4_8_9,solution_4_8_10,solution_4_8_11,solution_4_8_12,solution_4_8_13,solution_4_8_14,solution_4_9_0,solution_4_9_1,solution_4_9_2,solution_4_9_3,solution_4_9_4,solution_4_9_5,solution_4_9_6,solution_4_9_7,solution_4_9_8,solution_4_9_10,solution_4_9_11,solution_4_9_12,solution_4_9_13,solution_4_9_14,solution_4_10_0,solution_4_10_1,solution_4_10_2,solution_4_10_3,solution_4_10_4,solution_4_10_5,solution_4_10_6,solution_4_10_7,solution_4_10_8,solution_4_10_9,solution_4_10_11,solution_4_10_12,solution_4_10_13,solution_4_10_14,solution_4_11_0,solution_4_11_1,solution_4_11_2,solution_4_11_3,solution_4_11_4,solution_4_11_5,solution_4_11_6,solution_4_11_7,solution_4_11_8,solution_4_11_9,solution_4_11_10,solution_4_11_12,solution_4_11_13,solution_4_11_14,solution_4_12_0,solution_4_12_1,solution_4_12_2,solution_4_12_3,solution_4_12_4,solution_4_12_5,solution_4_12_6,solution_4_12_7,solution_4_12_8,solution_4_12_9,solution_4_12_10,solution_4_12_11,solution_4_12_13,solution_4_12_14,solution_4_13_0,solution_4_13_1,solution_4_13_2,solution_4_13_3,solution_4_13_4,solution_4_13_5,solution_4_13_6,solution_4_13_7,solution_4_13_8,solution_4_13_9,solution_4_13_10,solution_4_13_11,solution_4_13_12,solution_4_13_14,solution_4_14_0,solution_4_14_1,solution_4_14_2,solution_4_14_3,solution_4_14_4,solution_4_14_5,solution_4_14_6,solution_4_14_7,solution_4_14_8,solution_4_14_9,solution_4_14_10,solution_4_14_11,solution_4_14_12,solution_4_14_13
15,5,low,326.12616796116623,5.151965856552124,0,40,44,43,44,42,49,46,42,41,46,40,47,40,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,5,low,326.1261679611662,5.076730489730835,0,44,43,40,44,44,46,43,44,42,44,41,44,50,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
